Time,Is_mean,Ds_mean,Eeff,Edge_Density
107.45372686343171,0.9955456991636202,63.19907803301933,3.0812347411004395,0.039595959595959594
107.55377688844422,0.9955172970204444,63.177085208755585,3.082312118648771,0.039595959595959594
107.65382691345673,0.9955582311994978,63.1550990777798,3.083348817683461,0.039595959595959594
107.75387693846923,0.9955299461685216,63.13310452031612,3.0844275603453535,0.039595959595959594
107.85392696348174,0.9955707266944056,63.111116629113916,3.085465793147287,0.039595959595959594
107.95397698849425,0.9955425583067588,63.089120343593024,3.08654590427792,0.039595959595959594
108.05402701350674,0.99558318575886,63.06713069741429,3.0875856735368306,0.039595959595959594
108.15407703851925,0.9955551335475108,63.04513268896306,3.088667156498266,0.039595959595959594
108.25412706353175,0.9955956085030614,63.02314129304139,3.089708464913417,0.039595959595959594
108.35417708854426,0.9955676720028092,63.001141566770826,3.0907913230746225,0.039595959595959594
108.45422711355677,0.9956079950368921,62.97914842632358,3.0918341733548296,0.039595959595959594
108.55427713856928,0.9955801737843558,62.95714698732894,3.092918410091707,0.039595959595959594
108.65432716358178,0.995620345469913,62.935152107557286,3.093962804955349,0.039595959595959594
108.75437718859429,0.9955926390035249,62.91314896091811,3.095048423650761,0.039595959595959594
108.8544272136068,0.9956326599113615,62.89115234700709,3.0960943658258024,0.039595959595959594
108.9544772386193,0.995605067771358,62.869147497787196,3.0971813698696016,0.039595959595959594
109.05452726363181,0.9956449384701493,62.84714915490576,3.0982288620936105,0.039595959595959594
109.15457728864432,0.995617460198564,62.82514260815339,3.0993172548826684,0.039595959595959594
109.25462731365683,0.9956571812548626,62.8031425414544,3.100366299902835,0.039595959595959594
109.35467733866933,0.9956298163955166,62.7811343022022,3.1014560848410726,0.039595959595959594
109.45472736368184,0.9956693883737586,62.759132516822575,3.1025066854142307,0.039595959595959594
109.55477738869433,0.9956421364722545,62.73712259008762,3.1035978659126484,0.039595959595959594
109.65482741370684,0.9956815599347667,62.71511909114835,3.1046500248052955,0.039595959595959594
109.75487743871935,0.9956544205384801,62.69310748193226,3.1057426042820055,0.039595959595959594
109.85492746373185,0.9956936960454857,62.67110227453841,3.106796324270326,0.039595959595959594
109.95497748874436,0.9956666687035587,62.64908898782736,3.1078903061505803,0.039595959595959594
110.05502751375687,0.9957057968131866,62.62708207706818,3.1089455900204643,0.039595959595959594
110.15507753876938,0.9956788810765196,62.60506711783298,3.1100409777366926,0.039595959595959594
110.25512756378188,0.9957178623448084,62.58305850878189,3.1110978282837625,0.039595959595959594
110.35517758879439,0.9956910577660532,62.56104188197796,3.112194625275598,0.039595959595959594
110.4552276138069,0.9957298927469609,62.539031579692704,3.1132530453052283,0.039595959595959594
110.5552776388194,0.9957031988805142,62.5170132902602,3.114351255019546,0.039595959595959594
110.65532766383191,0.9957418881259243,62.49500129978275,3.115411247346887,0.039595959595959594
110.75537768884442,0.9957153045279198,62.47298135264662,3.116510873237835,0.039595959595959594
110.85542771385693,0.9957538485876479,62.45096767900338,3.117572440687838,0.039595959595959594
110.95547773886943,0.9957273748159504,62.428946079073285,3.1186734862168684,0.039595959595959594
111.05552776388194,0.9957657742377526,62.406930727275046,3.1197366316243085,0.039595959595959594
111.15557778889443,0.9957394098519504,62.384907479445594,3.120839100260215,0.039595959595959594
111.25562781390694,0.9957776651815295,62.36289045448759,3.121903826469714,0.039595959595959594
111.35567783891945,0.9957514097429275,62.340865563638246,3.1230077216886643,0.039595959595959594
111.45572786393195,0.9957895215239406,62.3188468705002,3.124074031554719,0.039595959595959594
111.55577788894446,0.9957633745955548,62.296820341495405,3.1251793568402886,0.039595959595959594
111.65582791395697,0.9958013433696208,62.274799985141684,3.1262472532272922,0.039595959595959594
111.75587793896948,0.9957753045161695,62.2527718228308,3.127354012070499,0.039595959595959594
111.85592796398198,0.995813130822876,62.23074980821029,3.128423497852767,0.039595959595959594
111.95597798899449,0.9957871996107761,62.208720017427815,3.129531693752107,0.039595959595959594
112.056028014007,0.995824883987687,62.18669634947411,3.1306027718139045,0.039595959595959594
112.1560780390195,0.995799059985045,62.1646649350396,3.1317124082753858,0.039595959595959594
112.25612806403201,0.9958366029677066,62.142639618670984,3.1327850815109506,0.039595959595959594
112.35617808904452,0.9958108857443138,62.12060658538913,3.1338961620481287,0.039595959595959594
112.45622811405703,0.9958482878662639,62.098579625508656,3.1349704333616977,0.039595959595959594
112.55627813906953,0.9958226769935878,62.07654497816934,3.1360829614957106,0.039595959595959594
112.65632816408204,0.995859938786362,62.05451637966485,3.1371588338015464,0.039595959595959594
112.75637818909453,0.9958344338375424,62.0324801230432,3.138272813061151,0.039595959595959594
112.85642821410704,0.9958715558306808,62.01044989078739,3.1393502892835685,0.039595959595959594
112.95647823911955,0.9958461563805223,61.988412029643825,3.140465723205175,0.039595959595959594
113.05652826413206,0.9958831391015776,61.96638016849432,3.1415448062785667,0.039595959595959594
113.15657828914456,0.9958578447265423,61.94434070757455,3.1426616984062763,0.039595959595959594
113.25662831415707,0.9958946887010869,61.922307222373895,3.1437423912751394,0.039595959595959594
113.35667833916958,0.9958694989792899,61.90026616640905,3.144860745160777,0.039595959595959594
113.45672836418208,0.9959062047309222,61.87823106198483,3.1459430507797412,0.039595959595959594
113.55677838919459,0.9958811192421245,61.85618841569145,3.1470628699828946,0.039595959595959594
113.6568284142071,0.9959176872924769,61.83415169685625,3.1481467913167474,0.039595959595959594
113.7568784392196,0.9958927056180791,61.812107464936325,3.1492680794048016,0.039595959595959594
113.85692846423211,0.9959291364868258,61.79006913648787,3.1503536194285164,0.039595959595959594
113.95697848924462,0.9959042582098615,61.768023323628995,3.151476379976693,0.039595959595959594
114.05702851425713,0.9959405524147238,61.745983390350105,3.1525635416754563,0.039595959595959594
114.15707853926963,0.9959157771198544,61.72393600122532,3.1536877782668453,0.039595959595959594
114.25712856428214,0.9959519351766097,61.701894467884095,3.154776564636085,0.039595959595959594
114.35717858929463,0.9959272624501171,61.67984550715213,3.1559022808616857,0.039595959595959594
114.45722861430714,0.9959632848726053,61.65780237850181,3.1569926949070966,0.039595959595959594
114.55727863931965,0.9959387143023869,61.63575185080704,3.1581198943658526,0.039595959595959594
114.65732866433216,0.9959746016025168,61.613707131586224,3.159211939103428,0.039595959595959594
114.75737868934466,0.995950132778079,61.59165504155872,3.1603406254022643,0.039595959595959594
114.85742871435717,0.9959858854658363,61.56960873649132,3.1614343038583197,0.039595959595959594
114.95747873936968,0.9959615179782881,61.54755508874688,3.16256448061218,0.039595959595959594
115.05752876438218,0.9959971365617422,61.525507202542215,3.1636597958233845,0.039595959595959594
115.15757878939469,0.9959728700037891,61.50345200168246,3.1647914666552683,0.039595959595959594
115.2576288144072,0.9960083549891003,61.481402539035244,3.1658884216686722,0.039595959595959594
115.3576788394197,0.9959841889550396,61.45934578964765,3.1670215902096728,0.039595959595959594
115.45772886443221,0.996019540846465,61.43729475523809,3.1681201880827357,0.039595959595959594
115.55777888944472,0.9959954749321774,61.415236461896,3.1692548579720765,0.039595959595959594
115.65782891445723,0.9960306942320801,61.39318386038983,3.1703551017726945,0.039595959595959594
115.75787893946973,0.996006728035026,61.37112402765252,3.171491276657768,0.039595959595959594
115.85792896448223,0.9960418152438799,61.34906986370108,3.1725931694643066,0.039595959595959594
115.95797898949473,0.9960179483630928,61.32700849611378,3.1737308530007105,0.039595959595959594
116.05802901450724,0.9960529039794906,61.30495277435396,3.174834397902031,0.039595959595959594
116.15807903951975,0.9960291360155697,61.28288987644797,3.175973593753609,0.039595959595959594
116.25812906453226,0.9960639605362297,61.2608326015024,3.177078793849097,0.039595959595959594
116.35817908954476,0.9960402910913367,61.23876817779508,3.1782195056879723,0.039595959595959594
116.45822911455727,0.9960749850111092,61.21670935427201,3.179326364087568,0.039595959595959594
116.55827913956978,0.9960514136889604,61.19464340926679,3.1804685955941863,0.039595959595959594
116.65832916458228,0.9960859775008357,61.172583041760326,3.1815771154184156,0.039595959595959594
116.75837918959479,0.996062503906696,61.15051557994686,3.1827208702815803,0.039595959595959594
116.8584292146073,0.9960969381018104,61.12845367303686,3.1838310546615816,0.039595959595959594
116.9584792396198,0.9960735618424892,61.10638469889094,3.1849763365784933,0.039595959595959594
117.05852926463231,0.9961078669101316,61.08432125714308,3.186088188656049,0.039595959595959594
117.15857928964482,0.9960845875939752,61.06225077512679,3.1872350013323443,0.039595959595959594
117.25862931465733,0.9961187640215949,61.040185803092726,3.18834852425991,0.039595959595959594
117.35867933966983,0.996095581258482,61.0181138176544,3.189496871409699,0.039595959595959594
117.45872936468233,0.9961296295316943,60.996047319871685,3.1906120683504358,0.039595959595959594
117.55877938969483,0.996106542933029,60.973973835446024,3.1917619536963415,0.039595959595959594
117.65882941470734,0.9961404635356231,60.95190581643815,3.192878827824143,0.039595959595959594
117.75887943971985,0.9961174727143306,60.92983083744623,3.1940302550973416,0.039595959595959594
117.85892946473236,0.9961512661282758,60.9077613017228,3.1951488095968674,0.039595959595959594
117.95897948974486,0.9961283706987953,60.8856848325721,3.196301782537126,0.039595959595959594
118.05902951475737,0.9961620374042471,60.863613784628754,3.1974220206038306,0.039595959595959594
118.15907953976988,0.996139236982527,60.84153582971324,3.1985765429595454,0.039595959595959594
118.25912956478238,0.9961727774578348,60.81946327403174,3.1996984677997093,0.039595959595959594
118.35917958979489,0.9961500716613273,60.79738383773187,3.2008545433279467,0.039595959595959594
118.4592296148074,0.9961834863830409,60.77530977878015,3.201978158158709,0.039595959595959594
118.5592796398199,0.9961608748306943,60.75322886546294,3.2031357906252453,0.039595959595959594
118.65932966483241,0.9961941642735698,60.73115330769515,3.2042610986746314,0.039595959595959594
118.75937968984492,0.9961716465858256,60.70907092171423,3.2054202918539914,0.039595959595959594
118.85942971485743,0.996204811222833,60.68699386957074,3.2065472963609474,0.039595959595959594
118.95947973986993,0.9961823870216179,60.66491001526635,3.2077080540364435,0.039595959595959594
119.05952976488243,0.9962154273239476,60.64283147317389,3.208836758250867,0.039595959595959594
119.15957978989493,0.9961930962326698,60.620746154872975,3.209999084214641,0.039595959595959594
119.25962981490744,0.9962260126697379,60.598666127244584,3.211129491397412,0.039595959595959594
119.35967983991995,0.9962037743132806,60.576579349260754,3.2122933894504735,0.039595959595959594
119.45972986493246,0.9962365673527376,60.55449784049586,3.2134255028734873,0.039595959595959594
119.55977988994496,0.9962144213574525,60.53240960712962,3.2145909768257552,0.039595959595959594
119.65982991495747,0.9962470914651874,60.51032662161408,3.2157247997719525,0.039595959595959594
119.75987993996998,0.9962250374588915,60.48823693715261,3.2168918534422932,0.039595959595959594
119.85992996498248,0.9962575850990402,60.46615247925874,3.2180273892056945,0.039595959595959594
119.95997998999499,0.9962356227110081,60.44406134797614,3.2191960264219652,0.039595959595959594
120.0600300150075,0.9962680483459592,60.42197542206282,3.2203332783077023,0.039595959595959594
120.16008004002,0.996246177206919,60.399882848220074,3.2215035029067893,0.039595959595959594
120.26013006503251,0.9962784812973201,60.37779545863276,3.222642474231137,0.039595959595959594
120.36018009004502,0.9962567010394467,60.35570144647776,3.223814290058997,0.039595959595959594
120.46023011505753,0.9962888840442115,60.33361259754841,3.2249549841494063,0.039595959595959594
120.56028014007003,0.9962671943011218,60.31151715131607,3.226128395061108,0.039595959595959594
120.66033016508253,0.9962992566774358,60.2894268473634,3.2272708152562397,0.039595959595959594
120.76038019009503,0.9962776570841835,60.26732997127564,3.2284458251160033,0.039595959595959594
120.86043021510754,0.9963095992875103,60.24523821660498,3.2295899747657595,0.039595959595959594
120.96048024012005,0.9962880894805802,60.22313991487077,3.230766587447,0.039595959595959594
121.06053026513256,0.996319911964669,60.20104671377425,3.231912469912559,0.039595959595959594
121.16058029014506,0.9962984915819715,60.17894699058964,3.233090689297925,0.039595959595959594
121.26063031515757,0.9963301947988615,60.15685234734613,3.234238307951774,0.039595959595959594
121.36068034017008,0.9963088634797272,60.13475120689437,3.2354181379331903,0.039595959595959594
121.46073036518258,0.9963404478797567,60.11265512576958,3.2365674961591564,0.039595959595959594
121.56078039019509,0.996319205264931,60.09055257222106,3.237748940637867,0.039595959595959594
121.6608304152076,0.9963506712967407,60.06845505746749,3.2389000418311555,0.039595959595959594
121.7608804402201,0.9963295170283792,60.046351094979876,3.2400831047177627,0.039595959595959594
121.86093046523261,0.9963608651389204,60.02425215083706,3.2412359522849883,0.039595959595959594
121.96098049024512,0.996339798860582,60.00214678355519,3.242420637499496,0.039595959595959594
122.06103051525763,0.9963710294951227,59.98004641424951,3.2435752348587163,0.039595959595959594
122.16108054027012,0.9963500508517659,59.95793964630563,3.2447615463305715,0.039595959595959594
122.26113056528263,0.9963811644538966,59.93583785605048,3.2459178969113225,0.039595959595959594
122.36118059029513,0.9963602730918727,59.91372969156413,3.2471058385794587,0.039595959595959594
122.46123061530764,0.9963912701035125,59.891626484559936,3.24826394582279,0.039595959595959594
122.56128064032015,0.996370465670562,59.8695169276381,3.2494535216356675,0.039595959595959594
122.66133066533266,0.9964013465319647,59.84741230807239,3.2506133889941737,0.039595959595959594
122.76138069034516,0.996380628677211,59.82530136280938,3.2518046029098224,0.039595959595959594
