Time,Is_mean,Ds_mean,Eeff,Edge_Density
0.0,0.12,79.27999999999997,0.13593600000000003,0.039595959595959594
0.10005002501250625,0.12826462079999995,79.381497536,0.2188872445547315,0.039595959595959594
0.2001000500250125,0.13821180850387593,79.48191036366092,0.27792229885582065,0.039595959595959594
0.3001500750375187,0.15019761914203453,79.58101765078787,0.32475399815533396,0.039595959595959594
0.400200100050025,0.16460542180555662,79.67855183382882,0.3667322386030226,0.039595959595959594
0.5002501250625312,0.18184357776796994,79.77419503311202,0.40862964834872584,0.039595959595959594
0.6003001500750375,0.20232843478346368,79.86757577269198,0.4536904896364006,0.039595959595959594
0.7003501750875437,0.2264455424128105,79.95826793214627,0.5042175985097773,0.039595959595959594
0.80040020010005,0.2544829768749072,80.04579478875213,0.5618559073036314,0.039595959595959594
0.9004502251125562,0.2865379192784479,80.12964181058962,0.6276687045020238,0.039595959595959594
1.0005002501250624,0.3224151958211558,80.2092817109905,0.7020829335752831,0.02484848484848485
1.1005502751375686,0.3406541233041515,80.28421281930152,0.7638853492638938,0.02484848484848485
1.200600300150075,0.3598409202038417,80.35675011944939,0.8191706953215614,0.02484848484848485
1.3006503251625812,0.37996213769450066,80.4267692062272,0.871524863797187,0.02484848484848485
1.4007003501750874,0.4009849252341102,80.4941474395488,0.923031285974708,0.02484848484848485
1.5007503751875937,0.4228553170869631,80.5587664908696,0.9748649810489062,0.02484848484848485
1.6008004002001,0.44549712700030786,80.62051511449683,1.0276428735424898,0.02484848484848485
1.7008504252126062,0.46881164056559727,80.67929206397,1.0816305877127026,0.02484848484848485
1.8009004502251125,0.492678279521788,80.73500904881837,1.1368652849250447,0.02484848484848485
1.9009504752376187,0.5169563816520225,80.7875936041303,1.1932299606219752,0.02484848484848485
2.0010005002501248,0.5414881847008206,80.83699172651635,1.2505002434434258,0.0056565656565656566
2.101050525262631,0.5460896136174307,80.88317011844129,1.2883627350084879,0.0056565656565656566
2.2011005502751373,0.5507416123429869,80.9287445857049,1.3148928264251794,0.0056565656565656566
2.3011505752876436,0.5554391400873906,80.97370849116142,1.3348242961279593,0.0056565656565656566
2.40120060030015,0.5601763183927876,81.01805585925453,1.3509280246295419,0.0056565656565656566
2.501250625312656,0.5649464627242338,81.06178148595916,1.3648220454285884,0.0056565656565656566
